G,speed,mS_peak,mS_module,allSignals
5,1,9.4,0.2563885342045757,"(array([[9.4],
       [9.6],
       [9.4],
       [9.6],
       [9.6],
       [9.6],
       [9.4],
       [9.6],
       [9.6],
       [9.6],
       [9.6],
       [9.6],
       [9.6],
       [9.8],
       [9.8],
       [9.6],
       [9.6],
       [9.6],
       [9.6],
       [9.4],
       [9.6],
       [9.6],
       [9.6],
       [9.6],
       [9.6],
       [9.6],
       [9.6],
       [9.4],
       [9.4],
       [9.6],
       [9.4],
       [9.4],
       [9.6],
       [9.6],
       [9.6],
       [9.6],
       [9.4],
       [9.6],
       [9.6],
       [9.6],
       [9.6],
       [9.6],
       [9.6],
       [9.4],
       [9.6],
       [9.6],
       [9.6],
       [9.6],
       [9.6],
       [9.6],
       [9.4],
       [9.6],
       [9.6],
       [9.6],
       [9.6],
       [9.6],
       [9.6],
       [9.6],
       [9.6],
       [9.4],
       [9.6],
       [9.4],
       [9.6],
       [9.6],
       [9.6],
       [9.4],
       [9.6]]), array([[ 0.25638853],
       [ 2.82741855],
       [ 2.57661173],
       [ 6.05422711],
       [ 2.34389689],
       [ 1.67002558],
       [ 2.23155521],
       [ 3.79631146],
       [ 8.64784765],
       [ 7.23784167],
       [ 2.17376508],
       [ 2.55563789],
       [ 3.59266838],
       [ 1.96907927],
       [ 1.62984015],
       [ 8.3029463 ],
       [ 4.72013772],
       [ 2.50916029],
       [ 4.46636615],
       [ 2.50499745],
       [ 1.87006581],
       [ 2.73689526],
       [ 8.93211813],
       [ 4.16782103],
       [ 8.28641848],
       [ 6.8995691 ],
       [ 2.99161843],
       [ 5.01887789],
       [ 5.91097766],
       [ 5.67053302],
       [ 4.82876112],
       [ 4.07664395],
       [ 1.74841884],
       [ 2.48333639],
       [ 6.559641  ],
       [ 3.30015706],
       [ 7.98052279],
       [ 2.25775719],
       [ 1.7170784 ],
       [ 2.62504645],
       [ 9.31134569],
       [ 7.13323859],
       [11.67431994],
       [ 2.41590389],
       [ 3.86612727],
       [ 2.06087481],
       [ 6.32033314],
       [ 1.13995289],
       [12.59393232],
       [ 2.53839207],
       [ 1.61617984],
       [ 7.065852  ],
       [ 2.62463169],
       [ 2.15022897],
       [ 1.72906696],
       [11.01311332],
       [ 2.96406449],
       [11.24819836],
       [ 3.82551587],
       [ 2.7769744 ],
       [ 7.96942216],
       [ 2.42065573],
       [ 5.77116442],
       [ 5.51121693],
       [ 3.8794075 ],
       [ 1.52789482],
       [ 2.8709363 ]]))"
5,3,9.4,0.65600218786927,"(array([[9.4],
       [9.6],
       [9.4],
       [9.4],
       [9.4],
       [9.4],
       [9.4],
       [9.2],
       [9.4],
       [9.2],
       [9.6],
       [9.2],
       [9.4],
       [9.2],
       [9.4],
       [9.2],
       [9.6],
       [9.4],
       [9.4],
       [9.6],
       [9.4],
       [9.2],
       [9.4],
       [9.6],
       [9.4],
       [9.6],
       [9.6],
       [9.4],
       [9.4],
       [9.4],
       [9.6],
       [9.8],
       [9.6],
       [9.4],
       [9.6],
       [9.4],
       [9.4],
       [9.4],
       [9.4],
       [9.6],
       [9.4],
       [9.4],
       [9.4],
       [9.6],
       [9.6],
       [9.4],
       [9.4],
       [9.4],
       [9.4],
       [9.4],
       [9.4],
       [9.6],
       [9.4],
       [9.4],
       [9.6],
       [9.4],
       [9.6],
       [9.6],
       [9.6],
       [9.4],
       [9.6],
       [9.4],
       [9.4],
       [9.4],
       [9.8],
       [9.6],
       [9.4]]), array([[0.65600219],
       [1.94415858],
       [2.7371066 ],
       [3.33908218],
       [2.02058467],
       [1.92448067],
       [3.31384297],
       [2.31109869],
       [1.92999681],
       [2.26809838],
       [1.41396543],
       [2.29148985],
       [2.51397902],
       [1.63375665],
       [3.12035283],
       [1.55212426],
       [1.65227177],
       [2.91469554],
       [2.43888884],
       [0.65603134],
       [2.49360405],
       [1.11990665],
       [1.35655865],
       [1.34536223],
       [3.00819489],
       [1.83710194],
       [0.9022729 ],
       [3.72013023],
       [3.89201052],
       [1.63244652],
       [1.48217242],
       [0.67523735],
       [2.41384027],
       [2.05993642],
       [1.75979518],
       [2.56150456],
       [3.00008941],
       [1.01449719],
       [2.7379809 ],
       [2.32862814],
       [2.15282923],
       [3.86196321],
       [3.60920874],
       [1.85792932],
       [3.07700239],
       [2.19746754],
       [1.78089434],
       [2.45393349],
       [1.61453601],
       [2.2775514 ],
       [2.74243374],
       [2.8103287 ],
       [1.54523421],
       [1.57120103],
       [2.78563621],
       [1.29877564],
       [0.97585099],
       [1.64588613],
       [1.68167663],
       [2.56667339],
       [2.0658131 ],
       [3.73725   ],
       [2.5381222 ],
       [1.13843435],
       [1.12897319],
       [0.9045319 ],
       [2.10119791]]))"
