G,speed,plvD_r,plvT_r,plvA_r,plvB_r,plvG_r
5,1,0.010608782703032704,0.009423148295078893,0.04053457716953918,0.05615038786978399,0.0633284336735252
5,3,-0.015079195323397925,-0.02656758154883368,0.015083138339737342,0.0411187384608296,0.021784124600224775
