G,speed,plvD_r,plvT_r,plvA_r,plvB_r,plvG_r
5,1,0.06280598513034297,0.08365193242497221,0.12950858347505081,0.11869595890292131,0.13817736023715685
5,3,0.01087524233875838,-0.04006948436210898,0.03135464992007794,0.05422523546485288,0.05002723773633874
