G,speed,plvD_r,plvT_r,plvA_r,plvB_r,plvG_r
5,1,-0.033835829757962024,-0.01652309029745973,0.04752388615139322,0.04110719389457365,0.044067831388330446
5,3,0.07122332242612378,0.050609645616014505,0.006009392504509531,0.019114511267285177,0.06964858479718859
