G,speed,plvD_r,plvT_r,plvA_r,plvB_r,plvG_r
5,1,0.03887856018564651,0.016954828802162966,0.09839708960444672,0.08637173666394075,0.005802712272940943
5,3,-0.031030096059685177,-0.026567842914991556,0.002785088964448168,0.008914421873553784,0.03470554161688498
