G,speed,plvD_r,plvT_r,plvA_r,plvB_r,plvG_r
5,1,-0.03886134332825024,-0.02327156136471377,0.03393598567298724,0.025123464574927222,0.02962064024629333
5,3,0.028001633934873163,0.008482567528199248,0.11301542482873111,0.10132312169933752,0.05863089988334713
