G,speed,plvD_r,plvT_r,plvA_r,plvB_r,plvG_r
5,1,0.05935702220055015,-0.000841715266500743,0.018796742696246094,0.02324578885094828,-0.005584444716321388
5,3,0.022289002107821042,0.05195119246275152,-0.03301876778549251,-0.018853344769645838,0.012179952331696286
