G,speed,plvD_r,plvT_r,plvA_r,plvB_r,plvG_r
5,1,0.0754585065243226,0.08636200322151501,0.002751617256919367,4.625155738600114e-06,0.07459646651139018
5,3,0.032876099019518115,0.03720098419394598,0.09853641671880962,0.055964246121211376,0.039012135617546566
