G,speed,plvD_r,plvT_r,plvA_r,plvB_r,plvG_r
5,1,0.046477810861555904,0.06321784679652076,0.01864284502778908,0.041572783375839285,0.031873993941720004
5,3,-0.01420573756706838,-0.03430574480923126,0.014058033710374146,-0.006446192101132522,-0.009344978792546402
