G,speed,plvD_r,plvT_r,plvA_r,plvB_r,plvG_r
5,1,-0.013011707701246844,0.005067542786367118,0.08715913415145318,0.07790572672604916,0.009431658544953881
5,3,-0.061081534688074125,-0.04655624494256619,0.039802264867026343,0.054093709454886806,0.04365717397173604
