,wi,jn,io,s1,s2,s3,s4,s5,s6,s7
17,0.7,0.15,0.384,45.17585689643162,0.8561184949637382,8.016421083009265,58.26190407965107,72.68702650611272,61.50494266649486,9.905457827326831
18,0.7,0.15,0.386,82.09554797964526,13.999134610733714,33.78774420810862,19.027285269242576,52.24906948967274,41.64272867639877,76.85628433864821
19,0.7,0.15,0.388,65.51782231596385,48.44194241840564,6.770174815901404,79.61403697547986,3.1193955827106388,75.55191941815313,83.0032390040586
20,0.7,0.15,0.39,22.86816517572133,77.07933677854601,67.59482262517035,27.079953170167595,82.28569447558588,84.31700462390717,0.2086843673335556
21,0.7,0.15,0.392,19.721603252919103,3.432394885061983,57.002600972170654,49.54151266456581,22.664499992660982,59.762971436766065,41.68852060005467
22,0.7,0.15,0.394,40.90320215017034,67.14527532112523,1.7233797970950628,12.888379474281386,0.9488643873785073,66.95130502891989,84.22179096378504
23,0.7,0.15,0.396,3.071433102687301,27.802071339017076,69.44989864888026,27.621818665234933,60.80719047513923,33.16106593169072,67.37953806695094
24,0.7,0.15,0.398,44.36147760880924,52.1131247404086,75.38955742622038,84.71553394327606,7.626305459586544,13.434242608783507,27.519630059044136
25,0.7,0.15,0.4,30.72747925713465,55.17270805109193,85.20659248602068,41.1587594824705,54.54745715149696,9.576480591544033,87.74152901131416
26,0.7,0.15,0.402,60.49615623149119,59.98346894917033,53.07418470632299,15.330009004882433,44.18986716460482,29.874013183592293,26.10212243868782
27,0.7,0.15,0.404,59.9666896496839,89.6746294970658,79.61812520404307,51.945662626043266,87.197637615929,70.79180937094634,21.11340258361488
28,0.7,0.15,0.406,20.68808535169637,32.49267350609585,73.22730451753229,60.07580388781261,40.74693927319587,84.1804983273336,9.770060600553453
29,0.7,0.15,0.40800000000000003,3.5099922576460423,46.80378685887582,1.5358136194185361,55.953552154898695,32.91669629355283,88.99807402242472,69.01093890380375
30,0.7,0.15,0.41000000000000003,58.20893764216565,15.499812784756577,66.84117275095501,43.202615832435825,36.71056508018502,39.22886406084457,47.62075457603408
31,0.7,0.15,0.41200000000000003,2.2030021692894683,47.35033861199114,41.69579699902995,66.93673119744213,75.04049975118389,36.839116852662904,7.249217632187339
32,0.7,0.15,0.41400000000000003,1.441903241936443,10.671096970619596,68.8170951866596,34.03260632973894,61.837750815021,62.58262646965786,12.022760725999603
33,0.7,0.15,0.41600000000000004,49.828141245064195,18.96941370974127,54.33781806462689,4.081823597615762,10.604977588937716,54.5857510304141,59.910665092702025
34,0.7,0.15,0.41800000000000004,42.62854223231237,6.819689137638864,14.063409767056141,42.601080036423525,23.79341217860324,38.13088005101536,71.37453909613131
35,0.7,0.155,0.35,26.48382932433515,73.48996515290398,42.02583269562468,65.00159152281512,66.68162179527812,23.746191558975923,2.712970188960113
36,0.7,0.155,0.352,71.99066470281615,43.83062115232454,32.1246855340917,22.40160691736811,16.1372463774252,67.62724307925508,9.32919557623227
37,0.7,0.155,0.354,31.525420991743303,51.15436677978224,22.219063166630388,44.55387863936827,73.76449956067086,39.35865910333163,16.32362213124258
38,0.7,0.155,0.356,4.3655628589107165,82.45481416912959,87.0392011949608,1.300139948360987,3.1831865878781187,60.1641846066224,48.195322606839255
39,0.7,0.155,0.358,82.88828208196166,87.32060016789119,13.139568319661958,39.18488782265997,47.21000913681305,70.304034951651,84.81361859361287
40,0.7,0.155,0.36,0.6932187259924771,71.81421722695681,67.32401309980281,86.65200038670751,72.0840427857621,77.44057078207801,67.70219879420611
41,0.7,0.155,0.362,42.43440390213167,52.365917071884056,4.966304678738356,5.384223709885265,58.82078333435664,81.73722280162914,37.6025927948853
42,0.7,0.155,0.364,73.14547906147057,83.05131144186092,53.83195262988142,69.99823074947194,32.87893860097386,5.493045883719737,78.16337391414456
43,0.7,0.155,0.366,27.59020938274955,24.63939796308928,44.633370745171185,36.990129936385316,16.010912424565223,63.45410877930472,53.23510857734576
44,0.7,0.155,0.368,22.767112066180133,86.73257432829381,24.8808818198972,17.505285346248407,65.87393375504956,26.121849204120203,32.559077915044945
45,0.7,0.155,0.37,9.903430165303615,57.35105625911087,45.95272078528418,48.20448068314545,10.377121694905854,28.35140077520481,14.97600076333438
46,0.7,0.155,0.372,75.28375719068394,31.04039205517329,88.54946248929922,69.85371229091841,26.78757928579678,65.16590943345686,1.7878143556049215
47,0.7,0.155,0.374,33.06023275253912,20.589051859351567,10.439704686971838,60.6198082459891,68.95491191546623,43.77508599799218,69.66933295312003
48,0.7,0.155,0.376,30.660543237362525,23.634866295737385,52.261719629101314,50.76706583655529,72.64749266813111,85.22113541253273,71.9828190678236
49,0.7,0.155,0.378,8.251382919395148,37.64425405086524,65.66244862797164,32.18250871682899,4.096845701927898,31.911192329016597,84.17078802660372
50,0.7,0.155,0.38,0.32028268381019653,36.3751212279684,48.41293768736445,66.48964196774509,1.778136469866283,13.267698317496485,50.73874779348645
51,0.7,0.155,0.382,14.609805001096072,64.91829235745335,4.775766270124244,27.058598543681168,83.18904791494873,10.110862165216142,67.47412705904
52,0.7,0.155,0.384,78.83466080290829,39.92577761027238,6.753571000206081,25.242949638454384,85.24909336237627,69.03793913799475,0.2046872274590921
53,0.7,0.155,0.386,35.55669690874181,13.164459186194065,0.8950929655893493,42.838928382764735,14.952325650179354,38.89543629106686,70.81200214042877
54,0.7,0.155,0.388,48.57236702250184,48.997439828059974,43.15980053515441,87.21256774792042,17.124090335785564,59.55655189971824,65.97160473613359
55,0.7,0.155,0.39,84.15709657810032,42.59956529364385,44.79805192247421,42.277044476555524,65.87296639228863,21.444034254285153,57.59858270212603
56,0.7,0.155,0.392,8.19264932295293,85.92628239115213,66.3362021711568,15.28157965044277,48.82903330504623,46.65427315782694,84.26721397259031
57,0.7,0.155,0.394,67.95888037727046,58.9184624350643,36.212826328092085,75.83657471287886,60.137083122765176,4.7182135027594985,0.2168571542571317
58,0.7,0.155,0.396,23.143784276818323,41.31801937860781,22.689821419599188,5.128885446192096,13.476188685977856,85.42541759615169,61.93874754902876
59,0.7,0.155,0.398,50.94093809621395,61.35781666714974,42.524849261522924,34.38294643724872,25.794338256656893,20.103056189342237,48.31588171312067
60,0.7,0.155,0.4,12.591356961097434,65.59133111858881,55.84516609761888,71.90038657870421,40.72328921407772,67.58252412957923,48.81007433351622
61,0.7,0.155,0.402,29.65489629906991,42.82644889141027,75.58422407076768,12.164962421888042,36.640456286467106,7.699195587814757,33.251586607039904
62,0.7,0.155,0.404,82.78939695527662,60.93676967150993,40.42613729159523,23.110796445211562,22.39201191346482,14.122667881564958,64.65130304723274
63,0.7,0.155,0.406,29.447496681167255,59.07763623780348,49.968411740551346,68.10772331490023,9.04949612815124,77.371924605151,65.94491730338794
64,0.7,0.155,0.40800000000000003,79.55947853462773,67.08534174196139,88.99447263261771,7.753603237471509,22.105954108515466,1.6156252108050186,55.12960636123723
65,0.7,0.155,0.41000000000000003,69.590070165042,29.55703622361294,1.1254331729233882,74.94729068263567,64.38190897314692,23.333429221747558,71.40765175222145
66,0.7,0.155,0.41200000000000003,50.691576767240214,35.63965240527797,36.174882796279974,24.069082773009363,69.69992987481551,11.619484129496316,88.2395369598602
67,0.7,0.155,0.41400000000000003,21.660495708041925,34.31810823593965,79.45397840563156,39.27898970514849,37.23742735581583,1.5666039306700184,35.726213510418965
68,0.7,0.155,0.41600000000000004,37.35439288069829,25.20315394807723,47.311379278587125,20.20267752008551,19.44984418311559,64.91977125330877,56.90144611594347
69,0.7,0.155,0.41800000000000004,62.75071339079602,13.547691210698266,54.43281062855902,58.68365174257855,25.975273983488666,70.93950577829402,1.027239482279856
70,0.7,0.16,0.35,12.80633265452162,16.25830804133348,52.455521534438624,3.272198420594556,52.46770983164342,2.5305395153558674,83.4486418234668
71,0.7,0.16,0.352,40.747516936572126,56.83953676431147,27.519148737396304,10.506382394251903,40.70965333347909,65.32226042878636,17.155915995515677
72,0.7,0.16,0.354,52.70301557378426,61.71927226826032,24.13186518443538,4.1777382606531726,21.581068834157104,73.1273963085524,86.54753018965054
73,0.7,0.16,0.356,12.91786952411301,85.46199093915455,88.923866154041,81.39608419116679,74.89916653912924,54.72107789812067,33.504683166727155
74,0.7,0.16,0.358,62.996791971114476,66.78420457017117,64.06103192332057,28.028262615133563,9.330881891238528,3.7580072109594336,11.239778207384013
75,0.7,0.16,0.36,48.85260112737644,24.116122370454935,25.200346653403287,23.013332687610795,33.32424712495522,30.902653372369258,54.35345390585051
76,0.7,0.16,0.362,73.96849670595543,50.13226373348885,4.048711465038609,22.26498694550544,56.48260110230466,0.5845585808307338,75.05994614062752
77,0.7,0.16,0.364,38.19451962618332,56.70164482237365,35.97993946783137,71.69653604250156,75.5911037935579,54.39094113515161,43.416029275749985
78,0.7,0.16,0.366,21.599024407126475,27.155715803123506,10.046487660868037,48.236454017107256,10.605512876664832,38.75709587133286,31.23468098332601
79,0.7,0.16,0.368,39.70826704931044,82.00812025265874,8.234538547948482,34.8780633202685,88.44122826277254,0.7767628661275253,11.875344375874668
80,0.7,0.16,0.37,30.697534606867514,24.682732874256782,86.41860834411615,30.272377069895878,12.922834109837277,68.69143189118664,20.344711793963725
81,0.7,0.16,0.372,52.125515675000585,10.641987925123997,47.90433099413842,5.288305435170413,8.683946711598061,8.666261689232838,51.53331833817614
82,0.7,0.16,0.374,0.8936371565143582,80.55111843896987,68.70137458134798,11.814556678945385,70.68480536977194,20.328302047720747,47.19512842778814
83,0.7,0.16,0.376,41.013320092418596,78.51507295270997,48.982628633682175,19.480956403753453,80.62455314796892,29.132521676911068,49.8204897246743
84,0.7,0.16,0.378,55.60155074220149,47.27820645676959,67.46622214454803,60.41379916547403,52.19610638433301,83.41245075396658,71.24715093219768
85,0.7,0.16,0.38,30.920191037294053,29.37436186413243,29.120625869888674,77.2184890398627,21.494044094051223,55.89044258993067,82.79870831456924
86,0.7,0.16,0.382,30.140942990324938,38.62206395461174,10.67240278938404,6.333217154412516,54.761570720123075,61.90766815133145,57.539832958943364
87,0.7,0.16,0.384,1.8120042848750322,21.5567834607306,68.47039208652208,39.35195263303383,38.770937038962934,16.07121376620661,71.78530675080974
88,0.7,0.16,0.386,61.71345061284203,43.41783404610649,65.52499462404874,43.28940188962242,61.713117551742535,68.21861000081225,19.360985816924863
89,0.7,0.16,0.388,27.153702129626197,34.1749293893652,80.27757237208459,88.59586405316999,31.498375739717645,87.3701688542547,80.62824719767245
90,0.7,0.16,0.39,82.8306688471656,13.58250361378573,31.81058985629401,26.41026927902635,9.30468803401791,30.472896621791303,54.964035945844
91,0.7,0.16,0.392,0.08008715148083756,60.705459251927806,39.822430544132175,35.81491968233859,51.03649308792752,50.513730212222654,50.909433487878275
92,0.7,0.16,0.394,4.156314823654677,28.174424020531976,6.6790128266423965,59.483152642526676,87.27154981432182,19.20639764872328,0.042888980136431124
93,0.7,0.16,0.396,18.012354536087514,63.89009262670984,48.75933646699306,60.573579142392,13.224891833123339,40.16337530094298,38.516386255333465
94,0.7,0.16,0.398,41.42583301822834,51.88024474838343,83.94383381623872,66.89156610955494,75.125834852037,0.7832999348540294,70.00892119575497
95,0.7,0.16,0.4,81.75914271507045,87.53504689842444,62.34298766625501,5.742262828471772,37.696726571611045,25.206717654244283,27.919377194717782
96,0.7,0.16,0.402,78.41308834763592,67.53270424868155,6.195497297971392,11.974444205991002,88.46721562140299,58.62659940639186,58.98866611276483
97,0.7,0.16,0.404,61.48741948190517,4.644190448041196,64.80378725732916,21.326051409277657,85.42281523775297,24.07768291671774,85.83510602025844
98,0.7,0.16,0.406,86.2659942981112,28.996367123263234,13.962722351370635,54.27762535667787,33.232953800394185,54.424063026544474,35.87836086131544
99,0.7,0.16,0.40800000000000003,9.852116753677263,21.117877185403255,84.96229128701803,49.8567935435501,57.304175502492214,49.35293759867927,63.81342079415408
100,0.7,0.16,0.41000000000000003,75.88069058160968,37.740897286747185,7.641169632522483,69.858421044052,43.96272542462263,52.78397118996777,84.48760144484365
101,0.7,0.16,0.41200000000000003,63.72777156869085,39.022058366447446,82.79428844161735,73.1217174305724,74.39392292318574,17.0368791290501,26.268116661281073
102,0.7,0.16,0.41400000000000003,87.80788163362847,71.7478883340242,15.531029854744073,39.54599717270076,88.28483845969556,0.7357286126874081,26.16488124172973
103,0.7,0.16,0.41600000000000004,46.16219480924811,2.5993698843130786,45.482547661564986,37.46424734137155,46.19489302823168,25.264409598740905,8.341364208404155
104,0.7,0.16,0.41800000000000004,16.859284050088483,40.85103776238782,0.9764186552485332,37.77818923507918,25.42976123088172,24.63871282119626,32.89165117249415
105,0.7,0.165,0.35,64.43849348995867,20.326515310602957,33.79800278445856,26.991436129509566,77.23434426331158,19.490189434836697,24.247322178372794
106,0.7,0.165,0.352,16.791306523105174,77.00789021257144,13.84759151802613,81.47259276795943,75.644538431535,40.46104444973862,32.807054642696116
107,0.7,0.165,0.354,78.97977101315355,12.57384927882269,56.0340696723712,61.398605426370246,5.81094019125812,37.731725902599884,13.554601333464214
108,0.7,0.165,0.356,22.73970399460735,29.213466992403834,80.75455445839674,39.102789401509476,21.51143635360174,71.85523896746594,69.3523210506162
109,0.7,0.165,0.358,47.76963621800166,0.5275574649967005,12.33459827420081,48.04455572372446,67.59050149801764,46.067151828824656,1.926608073362967
110,0.7,0.165,0.36,5.747631575901137,48.063886381891734,63.85264030628884,1.3104516436367943,45.232498346447315,0.7828921719868931,51.42743369984047
111,0.7,0.165,0.362,82.04413876031705,28.332625139668433,39.938442632066014,0.3746520425624199,70.48930411139479,21.996468987982244,44.22132956411611
112,0.7,0.165,0.364,49.94900699262139,44.643777222974784,66.85232727761392,70.84152681120723,56.43677108599622,23.37654677149657,83.92584726591933
113,0.7,0.165,0.366,84.2302401739573,50.22574647197424,36.64312655230356,6.888741526745295,42.58648101744855,48.02206338291671,14.595390862202173
114,0.7,0.165,0.368,39.8932788209859,49.56322320712494,5.995201445081633,54.178380527089885,39.893670145253985,66.33000557944781,15.324845428516005
115,0.7,0.165,0.37,47.35549420797163,82.84016136770254,61.37780602667464,7.356770180865277,59.20726167606084,11.83965258864213,12.982771356935793
116,0.7,0.165,0.372,88.64595774208327,8.410468160609996,13.864382718669766,30.91295617579268,42.581568845971645,71.02317296809646,70.73329245686406
117,0.7,0.165,0.374,33.09407072199377,88.60710308707975,8.653388365785933,47.05700884099763,58.931366573634804,53.238158446612374,51.33651348694239
118,0.7,0.165,0.376,55.06954562709443,20.543490710812772,2.2168125743428675,12.539424748327532,82.2107736796507,77.38773245242058,12.588238992419482
119,0.7,0.165,0.378,75.00972758770139,53.52737966412922,88.4803928353818,51.8026322075275,38.639026862835244,17.866958597664425,20.366865078701405
120,0.7,0.165,0.38,3.789085530340844,61.381137848689605,6.110532207633796,80.8861304388766,87.42073268364408,59.70939419062558,27.85510109551286
121,0.7,0.165,0.382,60.99214231612321,82.99039696209826,25.002469838008736,47.22658730615363,65.78593117534227,49.57422854339801,45.34981409630367
122,0.7,0.165,0.384,0.9018664592140898,10.05338644190218,23.237551232980103,11.993580697394925,78.83514559308611,50.733937555958235,18.676381376494597
123,0.7,0.165,0.386,43.86281365548892,31.995161967961543,56.85468135867476,23.798751009146024,43.39467716013077,25.45954783627247,74.7637911347985
124,0.7,0.165,0.388,2.752028475800312,29.92832530064066,86.9747457408179,76.39563889943827,85.76765576948306,29.822023935364218,4.857912656289406
125,0.7,0.165,0.39,80.03987975178909,14.69495386330256,39.72150141347609,59.04913292458855,59.3731192396996,79.42320661052399,48.0921868275348
126,0.7,0.165,0.392,45.22249882847041,7.171710271007787,24.62056940120941,8.92428544635979,53.66838517934676,61.36461868717283,9.744669199676546
127,0.7,0.165,0.394,68.20170154692848,55.98469062593597,39.27257943198999,88.46442489350186,44.12605337581988,26.504551104367636,74.62207638987
128,0.7,0.165,0.396,57.95849507102577,16.215631016537955,70.01254503160946,63.72788877883943,28.55584724901948,75.93147372942569,82.11142143325142
129,0.7,0.165,0.398,59.507741205800436,39.13393321265022,22.468196028967046,11.701679339533431,79.98065852603811,1.0581653983907935,81.21114140935865
130,0.7,0.165,0.4,13.38785023663317,56.30314498513172,32.35965449065603,24.294275338389212,70.49325696006099,84.1096430551499,38.03580494972047
131,0.7,0.165,0.402,11.299860637923631,52.25095735619431,2.5238472995692534,8.49154502137628,3.588341665368767,49.38643558831652,44.252017033349
132,0.7,0.165,0.404,45.99353943045735,37.433550575235635,71.24996331741487,8.599780903775537,32.02628694345325,21.72973757086185,44.40073891631853
133,0.7,0.165,0.406,66.44999641270893,56.374673220119895,9.131356699373182,71.05690997221163,41.92471483688834,66.61585091030193,19.155147601219685
134,0.7,0.165,0.40800000000000003,23.75553428328396,14.59536924785492,88.11152747221585,27.07172944409514,49.30476265615206,1.6718171206800638,30.793940821018207
135,0.7,0.165,0.41000000000000003,69.05446138288345,9.461965844197719,33.1862293345285,82.41381924864561,57.093912865314785,44.70173302892354,48.41248113355614
136,0.7,0.165,0.41200000000000003,25.619183165627497,78.7642558341512,53.32965193289208,36.05480473814226,87.27046505005187,18.2234358511578,41.464282619215794
137,0.7,0.165,0.41400000000000003,48.8119027438184,69.88194317100896,79.16026119987956,49.51624873226085,66.12372827534571,57.75815865113729,41.11750285958901
138,0.7,0.165,0.41600000000000004,74.78696257190086,39.81092433450142,72.77634449795056,82.62686831550425,21.04548951929537,36.139687077293694,76.42082217074426
139,0.7,0.165,0.41800000000000004,62.9394276483258,41.461763581483304,41.62450463000441,48.93929999040174,83.71333311737057,23.517998782186837,42.53906743585741
140,0.7,0.17,0.35,44.35173054916148,82.74372192534722,49.40760647736636,47.79951150816425,53.25146595599886,72.46420343776965,3.118472844899389
141,0.7,0.17,0.352,53.9913548422291,18.71698381055972,13.485545778646577,25.350963984000188,16.35274609544942,86.35905517618194,7.7517858056330695
142,0.7,0.17,0.354,21.879943659741013,62.420449247742724,61.517304196475074,12.93798538364181,16.607328392577255,52.300583465360035,12.30903741790639
143,0.7,0.17,0.356,71.90797722356946,65.78051737324851,38.75194087281474,16.179073016609557,39.69532047335897,14.215167167855459,81.88712629777962
144,0.7,0.17,0.358,8.485051167163197,75.49861911859543,70.6358413769152,71.35898259387052,64.32924957327965,20.958128753997837,81.79200912509565
145,0.7,0.17,0.36,33.97639492219506,73.30931306453881,3.920324422741623,64.78737892765983,73.81060732177028,55.57663029866601,12.352421138644711
146,0.7,0.17,0.362,54.440186231228566,11.132934850013863,18.80206285830356,22.45731629499354,84.00443253082551,58.096597420753,28.32614474036679
147,0.7,0.17,0.364,82.53720864460088,80.76647747568748,86.78185710481999,68.27342524661032,30.18283579215228,38.99958977645271,60.97607577586858
148,0.7,0.17,0.366,60.911573017477544,37.84434953759528,58.031345284483734,67.9036849623173,81.08341274124975,2.5785799514488055,74.30994504332857
149,0.7,0.17,0.368,54.16826476036397,66.56054093825588,1.1615485743451697,9.814798532231514,7.070809215712487,82.94138472910711,81.18468350206874
150,0.7,0.17,0.37,4.3145925493611665,8.220389504570937,57.73045732774375,38.74125894051688,29.671145190987513,37.25951498621326,26.69179111498073
151,0.7,0.17,0.372,68.6691498700081,79.79053380945656,68.34376990868243,82.30432538526672,18.408437834319855,42.11256611967891,77.55193607265434
152,0.7,0.17,0.374,49.968672441602486,70.97608650238823,17.1642005015953,60.88601469673705,68.26227636673616,12.08377042980374,67.04496266112167
153,0.7,0.17,0.376,26.09245622394614,58.07792517817204,81.94192786316337,14.719892156995238,5.303385165750159,4.264555229612804,44.82004372612019
154,0.7,0.17,0.378,17.57410997872644,64.22351750134047,74.14977353113692,71.41796645869624,16.632507266797603,31.445665928876437,26.710794476601865
155,0.7,0.17,0.38,75.08267293743968,5.620762323496976,5.137127085654938,7.914278170992326,68.17096486308704,13.477616436632058,9.676652998762485
156,0.7,0.17,0.382,38.23510943164403,79.60582495568266,12.82999692778896,74.72009340439024,79.54136817976446,15.119008498512702,30.86556663100784
157,0.7,0.17,0.384,20.03270836456791,70.77394507948017,79.77730207854061,86.88502082460029,62.67441706147146,56.478369639347584,39.27664710924606
158,0.7,0.17,0.386,82.9658759825758,70.08434015054227,9.38601490281163,84.54925168653942,60.0890147754706,11.63327477642611,11.111044106034573
159,0.7,0.17,0.388,85.92332977921076,38.05915522284237,3.604412857799143,27.78392139299983,6.715749953771128,57.849119345145205,44.1510675470759
160,0.7,0.17,0.39,70.39770181296697,57.889630049007664,84.02098638084436,22.63446485753552,61.19356696938557,34.1282505060295,59.99665032289739
161,0.7,0.17,0.392,86.27114625057483,55.99727195922848,67.61332013298454,13.06481379351017,87.11892589634826,50.247991439280135,5.1288682100633425
162,0.7,0.17,0.394,7.0037835771595205,39.88051003923707,43.44030615139259,3.2987138710385655,1.0017906237425425,75.26321871860844,1.959684910572442
163,0.7,0.17,0.396,36.03626648280128,9.239096376480457,34.12407268236586,11.940689313188656,66.53355396079236,78.05959437107684,88.29431326793765
164,0.7,0.17,0.398,35.406804911468775,63.079574567235944,73.50785584327909,67.51405175054101,78.71898430709244,59.1334108603582,59.725612282899256
165,0.7,0.17,0.4,75.15601310551357,25.30097903723215,20.593816799979045,52.25013642710605,6.893490055729758,50.759847423604484,84.1503680534017
166,0.7,0.17,0.402,50.30554320379828,79.92553439892295,14.603799403444029,78.36279584639516,36.454605877636226,10.673366342820472,58.955913008592276
167,0.7,0.17,0.404,30.164446560590857,5.831103590633646,49.30072725048629,54.23674960082502,43.264548568869635,65.14742669509582,40.144038596785386
168,0.7,0.17,0.406,36.44882899938623,34.43085559956081,76.81274172389257,74.26434701990328,86.57005748098918,81.19473435806219,44.07448068835591
169,0.7,0.17,0.40800000000000003,22.7855151390504,6.070146359374979,86.41605121870268,6.888307794376926,2.6582159247342494,67.0811223871256,66.43880559091338
170,0.7,0.17,0.41000000000000003,4.938681642589229,11.314180646640652,20.59339266813292,47.82157588923099,78.37837357189547,87.01300890339873,20.864568778874425
171,0.7,0.17,0.41200000000000003,41.68762671653679,10.044793709563862,17.624797755450153,44.012062538920425,59.56375120642114,3.739022958066152,21.391249630444186
172,0.7,0.17,0.41400000000000003,88.58866787695588,85.81088496380744,74.792117220405,84.55080564172832,66.49704236596547,8.036546638777057,59.41894750683818
173,0.7,0.17,0.41600000000000004,13.335471202446643,41.10699653596033,15.926627346249292,1.264142905819835,71.88307594806531,19.646517352186613,29.800181445124096
174,0.7,0.17,0.41800000000000004,70.68817781076767,84.80615734598186,35.13242404354819,63.83623163894314,39.38077163513967,23.232214245749198,78.33009722039019
175,0.7,0.17500000000000002,0.35,37.74434100078963,72.7045261068625,46.35514517010651,24.687726214601078,22.530941491439673,36.38114245674125,35.545526215512844
176,0.7,0.17500000000000002,0.352,26.699247573781705,23.658729251581786,63.14356250480012,24.693940494887116,74.9907128326249,70.22429405385397,15.691742752664318
177,0.7,0.17500000000000002,0.354,11.020686119825099,26.685740766404223,76.07560309760635,36.1297366386266,21.3541169870591,72.11190881946935,19.348950176210774
178,0.7,0.17500000000000002,0.356,67.57587707384985,48.22886911047419,43.166258257113476,24.91331138205438,60.90491779308362,63.99658865840256,75.57546045259899
179,0.7,0.17500000000000002,0.358,86.8788780259769,39.399926035202476,28.165741639542293,87.72760540025013,0.30124101931952624,60.25009594293241,44.10903119953958
180,0.7,0.17500000000000002,0.36,83.49279918670938,33.628141170175184,73.31322745121318,14.624552493014589,10.863363234374182,19.712409722778936,50.9374515043026
181,0.7,0.17500000000000002,0.362,78.75584372567437,74.54137526806402,89.09582456060618,61.2539733865858,83.02382540850665,3.756774113549987,41.345967859513145
182,0.7,0.17500000000000002,0.364,6.900047952229082,41.90794319227797,7.348341228449317,39.29580224001325,72.42624799675811,39.35162674437371,68.04725204137083
183,0.7,0.17500000000000002,0.366,33.53514739780753,19.79721536082246,20.920386482432427,83.42055795113401,77.76607585199491,30.53856327118693,55.9281207744547
184,0.7,0.17500000000000002,0.368,0.938873201458152,88.68682932647351,53.696520655882814,36.363750053404296,9.639741137519522,46.70688654172563,31.91753373523676
185,0.7,0.17500000000000002,0.37,87.81792921957296,12.802033262905113,55.02078955855451,11.35315038633899,44.971150246561045,87.94254600376183,22.233506250562368
186,0.7,0.17500000000000002,0.372,13.732729824306531,26.73151258581748,50.65225270558004,32.103580908810436,40.04309310671738,86.4359345258431,33.39589369263376
187,0.7,0.17500000000000002,0.374,43.07865937950503,52.694109204652655,21.227715581701183,58.22218198621844,89.45588020377745,81.13522687226302,7.756749117761798
188,0.7,0.17500000000000002,0.376,52.109825896559165,33.33387207041169,41.50924002508648,43.35847246966392,12.918608088296788,28.473226017176696,6.566308745583549
189,0.7,0.17500000000000002,0.378,5.307451389336889,15.902824018168728,69.42794610649092,44.466060027758054,15.604211173993695,47.056859069054724,34.40546165581104
190,0.7,0.17500000000000002,0.38,26.227703222974966,21.065000561247963,17.99855299454652,81.63232566908438,62.01601213753784,39.32020625935192,33.94678798105997
191,0.7,0.17500000000000002,0.382,39.296495583235696,35.01679353800673,87.60414858956108,87.44974912538527,78.61312510033105,21.34111943822412,30.76252528630126
192,0.7,0.17500000000000002,0.384,28.179605357174832,3.4518707891795755,79.76291582787299,42.40847580239371,37.70165584726177,37.24701237476708,21.767885910491888
193,0.7,0.17500000000000002,0.386,21.236773489210076,5.189249318317492,88.30465115572655,63.31598230296069,54.49867728618041,55.14283188252521,69.88017477904054
