G,speed,mS_peak,mS_module,allSignals
3.0,9,8.2,459.25207211887897,"(array([[8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [0.6],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [0.6],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [0.8],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2]]), array([[459.25207212],
       [558.05019122],
       [590.71106735],
       [548.94566758],
       [609.5763624 ],
       [540.07797169],
       [170.69627464],
       [609.11422681],
       [565.56749072],
       [595.97409315],
       [617.73739953],
       [590.16520053],
       [435.45375031],
       [573.6756842 ],
       [433.99850412],
       [558.09253025],
       [527.13738393],
       [625.2801341 ],
       [552.75730573],
       [361.42449464],
       [516.83588382],
       [627.85988893],
       [537.04111738],
       [743.32079082],
       [554.12244162],
       [585.38548699],
       [573.82262881],
       [484.14330201],
       [563.19994275],
       [546.73938651],
       [515.82811196],
       [552.6138555 ],
       [ 59.21567643],
       [109.35003671],
       [618.32690766],
       [609.33010133],
       [619.61890921],
       [628.78229148],
       [ 35.98425237],
       [607.02206405],
       [603.76764221],
       [627.45868717],
       [609.00769026],
       [623.07328612],
       [613.41099219],
       [618.71968828],
       [618.92275428],
       [585.71165093],
       [622.98638717],
       [630.56422948],
       [459.91233377],
       [621.50426391],
       [607.71025624],
       [713.02710444],
       [594.64230482],
       [627.67025649],
       [624.69496956],
       [626.24828185],
       [617.27357792],
       [599.82650684],
       [611.1984175 ],
       [610.88057165],
       [628.44702167],
       [609.32359134],
       [538.63470275],
       [ 60.08381069],
       [606.1748563 ]]))"
3.25,3,8.6,33.78336678986899,"(array([[ 8.6],
       [ 9.4],
       [10. ],
       [10.6],
       [ 9.4],
       [ 0.6],
       [ 8.8],
       [ 9.6],
       [12. ],
       [ 9.6],
       [10. ],
       [10.6],
       [ 8.8],
       [ 9.4],
       [10. ],
       [12.6],
       [10. ],
       [ 8.4],
       [ 0.6],
       [ 8.8],
       [10. ],
       [ 9.4],
       [10. ],
       [10. ],
       [12.6],
       [ 9.4],
       [10. ],
       [10. ],
       [10. ],
       [ 9.4],
       [12.2],
       [12. ],
       [ 8.2],
       [ 0.6],
       [ 9.2],
       [10. ],
       [ 8.8],
       [ 9.4],
       [ 8.4],
       [10. ],
       [ 9.2],
       [10.8],
       [10.4],
       [10. ],
       [10.8],
       [ 8.6],
       [ 9.2],
       [10. ],
       [ 9.4],
       [ 9.8],
       [ 8.4],
       [ 8.8],
       [ 8.6],
       [ 8.6],
       [ 0.8],
       [10. ],
       [10. ],
       [ 8.8],
       [12.2],
       [10. ],
       [ 8.6],
       [10. ],
       [ 9.6],
       [ 9.4],
       [11.8],
       [ 9.4],
       [ 8.2]]), array([[ 33.78336679],
       [418.79242104],
       [463.04940926],
       [174.04790188],
       [344.1112204 ],
       [543.93315175],
       [406.54111853],
       [287.81454392],
       [176.79939122],
       [243.59920066],
       [379.39972827],
       [203.01075662],
       [308.79831357],
       [250.05234514],
       [455.73774418],
       [199.75419853],
       [316.25864975],
       [274.65154582],
       [418.63467123],
       [384.35024582],
       [293.04106309],
       [372.90469719],
       [189.33081307],
       [353.74498328],
       [148.8029485 ],
       [188.84335158],
       [480.06939923],
       [269.91433031],
       [291.87553242],
       [161.82842487],
       [176.90147625],
       [158.20194282],
       [404.07425767],
       [330.69826642],
       [312.94690016],
       [461.03111058],
       [218.20307899],
       [400.15314313],
       [ 21.73122857],
       [ 45.69905978],
       [247.44973212],
       [158.13968756],
       [217.09927407],
       [272.57242083],
       [199.39482451],
       [298.41708418],
       [287.10756931],
       [511.22740497],
       [170.08598917],
       [384.27556366],
       [384.34922617],
       [254.18494917],
       [503.14772477],
       [325.64154586],
       [399.97825181],
       [202.24476578],
       [385.8272928 ],
       [169.05518474],
       [230.68612294],
       [454.28055802],
       [211.79992297],
       [233.43729058],
       [171.27387779],
       [151.88617676],
       [185.29278459],
       [  9.28387054],
       [368.69031416]]))"
3.25,6,8.2,225.03471321819987,"(array([[8.2],
       [8.6],
       [8.2],
       [8.2],
       [8.4],
       [8.4],
       [8.2],
       [8.4],
       [8.6],
       [8.4],
       [8.2],
       [8.4],
       [8.2],
       [8.4],
       [8.2],
       [8.6],
       [8.2],
       [8.4],
       [8.6],
       [0.6],
       [8.6],
       [0.6],
       [8.6],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.6],
       [8.6],
       [8.6],
       [8.6],
       [8.2],
       [8.2],
       [8.2],
       [8.4],
       [0.8],
       [8.2],
       [8.4],
       [8.2],
       [8.4],
       [8.2],
       [8.4],
       [8.2],
       [8.4],
       [8.2],
       [8.2],
       [8.2],
       [8.4],
       [8.2],
       [8.2],
       [8.2],
       [8.4],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2]]), array([[225.03471322],
       [366.769125  ],
       [310.66963428],
       [304.87238524],
       [319.8018698 ],
       [ 25.75668027],
       [382.45927819],
       [399.44329109],
       [302.91618009],
       [381.04886139],
       [306.77432078],
       [330.34810418],
       [371.40076222],
       [396.86747084],
       [350.07203277],
       [304.40980986],
       [293.16785072],
       [ 64.71958191],
       [317.39768738],
       [599.83610089],
       [336.57930475],
       [459.71833814],
       [328.90975914],
       [280.99876596],
       [313.95324565],
       [296.74008879],
       [342.69106175],
       [298.74126791],
       [304.28168852],
       [286.6889568 ],
       [343.25339678],
       [348.79291677],
       [160.61305161],
       [211.48764132],
       [356.59610785],
       [285.42254511],
       [304.66568326],
       [356.90016955],
       [325.22571557],
       [336.74011455],
       [423.95390499],
       [336.07481188],
       [388.21819376],
       [335.76126317],
       [331.1559188 ],
       [343.69679806],
       [393.6716562 ],
       [295.28650176],
       [324.8797423 ],
       [289.03387271],
       [ 58.09789493],
       [322.66829831],
       [389.8550879 ],
       [350.01693559],
       [403.23394436],
       [332.65426385],
       [289.02838432],
       [325.05802979],
       [287.06563534],
       [317.71133055],
       [296.77991969],
       [293.96037924],
       [311.72206736],
       [340.28134996],
       [351.96258565],
       [422.06690975],
       [388.79923844]]))"
3.25,9,8.2,441.4434343458674,"(array([[8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [0.6],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2]]), array([[441.44343435],
       [528.37220037],
       [535.46575218],
       [549.86015992],
       [585.52142155],
       [ 67.75599529],
       [315.46648173],
       [459.76062159],
       [521.03044354],
       [463.88322807],
       [527.99705067],
       [503.54908697],
       [549.79396607],
       [474.42611194],
       [552.70644826],
       [498.90077762],
       [523.49198197],
       [497.41816267],
       [539.28635573],
       [472.74989045],
       [541.87200047],
       [477.95687503],
       [536.09762241],
       [516.4312163 ],
       [545.56376564],
       [502.27793994],
       [781.70665849],
       [538.79904511],
       [552.93085139],
       [520.59055592],
       [522.61819906],
       [534.11686398],
       [466.96518826],
       [546.17211403],
       [559.03112091],
       [602.37374775],
       [539.36225409],
       [522.90758355],
       [ 50.23065936],
       [608.34219265],
       [546.96780293],
       [547.31545105],
       [548.07345091],
       [508.84108457],
       [546.63481642],
       [534.82573434],
       [554.06213367],
       [538.0763707 ],
       [551.54634554],
       [533.04133429],
       [554.41363489],
       [542.77109985],
       [558.42916212],
       [544.21123665],
       [585.26662154],
       [536.8951285 ],
       [514.17926922],
       [544.6195071 ],
       [495.37464388],
       [568.03405441],
       [522.08596912],
       [542.18269714],
       [516.95779845],
       [533.7038593 ],
       [545.6168583 ],
       [262.44912075],
       [ 89.97521248]]))"
3.5,3,0.6,42.36994584786757,"(array([[ 0.6],
       [ 9.4],
       [10.8],
       [13.6],
       [ 9.4],
       [ 0.6],
       [ 0.6],
       [ 0.6],
       [12.2],
       [12.2],
       [ 9.4],
       [ 0.6],
       [ 0.6],
       [ 9.4],
       [ 9.4],
       [13.4],
       [10. ],
       [ 9.4],
       [ 9.4],
       [ 8.6],
       [ 8.6],
       [ 9.4],
       [12.8],
       [10.8],
       [12.4],
       [ 9.4],
       [10.2],
       [ 9.8],
       [ 9.8],
       [ 9.4],
       [12.8],
       [12.2],
       [ 0.6],
       [ 9.6],
       [ 9.4],
       [10.2],
       [ 8.6],
       [ 9.4],
       [ 8.4],
       [ 8.6],
       [ 9.4],
       [10. ],
       [ 9.4],
       [10.4],
       [10.8],
       [ 0.8],
       [ 9.4],
       [ 9.4],
       [14.6],
       [10.2],
       [ 8.4],
       [ 8.6],
       [ 8.8],
       [ 8.8],
       [ 9.4],
       [10. ],
       [10.2],
       [ 8.6],
       [12.2],
       [ 9.4],
       [ 8.6],
       [10. ],
       [ 9.4],
       [12.2],
       [12.2],
       [ 0.6],
       [ 0.6]]), array([[ 42.36994585],
       [395.25944093],
       [224.96716903],
       [186.13642582],
       [397.21711546],
       [ 12.14900957],
       [179.10972134],
       [410.9417619 ],
       [174.63681295],
       [182.70471271],
       [298.42416937],
       [376.35841978],
       [508.15878917],
       [335.43944638],
       [180.17161124],
       [198.33097015],
       [329.44240072],
       [ 40.57794983],
       [197.09429859],
       [399.44087297],
       [179.01235658],
       [468.67773662],
       [118.74021364],
       [195.5857909 ],
       [174.65319443],
       [232.80222698],
       [301.9483427 ],
       [170.17202637],
       [175.58936042],
       [158.04135751],
       [141.64571921],
       [173.9599989 ],
       [ 11.69667417],
       [109.46789813],
       [251.83410576],
       [257.57841999],
       [195.44138545],
       [434.37295716],
       [103.9538677 ],
       [288.9714583 ],
       [351.20570587],
       [154.01013679],
       [297.30024567],
       [379.82068079],
       [184.18359742],
       [461.86868999],
       [243.85283865],
       [419.35488104],
       [164.88465262],
       [396.57338098],
       [307.18870951],
       [210.98937495],
       [292.77056722],
       [267.32486416],
       [458.71066738],
       [153.21327745],
       [249.96512622],
       [157.4468227 ],
       [240.78477776],
       [424.09742298],
       [197.58764441],
       [124.07783844],
       [222.23771728],
       [184.78124657],
       [167.50399389],
       [ 27.48874096],
       [572.03825738]]))"
3.5,6,8.0,131.1448006002451,"(array([[8. ],
       [8.8],
       [0.6],
       [8.8],
       [8.8],
       [8.8],
       [8.8],
       [8.8],
       [8.8],
       [8.8],
       [8.8],
       [8.8],
       [8.8],
       [8.8],
       [8.8],
       [8.8],
       [9.2],
       [8.8],
       [8.8],
       [8.8],
       [8.8],
       [0.6],
       [8.8],
       [9.2],
       [8.8],
       [8.8],
       [8.8],
       [8.8],
       [7.8],
       [8.8],
       [8.8],
       [8.8],
       [8.2],
       [8.8],
       [8.8],
       [9.2],
       [8. ],
       [8.8],
       [8.4],
       [9. ],
       [8.8],
       [8.8],
       [8.8],
       [8.8],
       [8.8],
       [8.4],
       [8.8],
       [9. ],
       [8.8],
       [0.6],
       [8.8],
       [9. ],
       [9.2],
       [9. ],
       [8.6],
       [8.8],
       [0.6],
       [8. ],
       [8.8],
       [0.8],
       [8. ],
       [8. ],
       [8.8],
       [8.8],
       [8.8],
       [8.4],
       [8.8]]), array([[131.1448006 ],
       [363.07456171],
       [421.93668238],
       [361.83276565],
       [458.67432181],
       [ 42.18378648],
       [193.92239293],
       [351.92275329],
       [282.80384697],
       [358.74426835],
       [386.07072715],
       [389.57014919],
       [297.12181059],
       [463.64917492],
       [288.15549903],
       [318.6090639 ],
       [256.127929  ],
       [374.7392964 ],
       [437.34712225],
       [518.51884319],
       [488.58876221],
       [534.70600517],
       [289.77066109],
       [231.00445325],
       [297.80617592],
       [301.07905575],
       [236.67778839],
       [341.0069797 ],
       [224.90248155],
       [205.16703971],
       [330.57682799],
       [327.05480182],
       [438.69458093],
       [299.49931017],
       [325.84119325],
       [233.81186165],
       [236.95015728],
       [398.33070536],
       [402.13835489],
       [297.12248428],
       [418.15972177],
       [301.07554703],
       [404.1821124 ],
       [393.07942489],
       [379.57114714],
       [231.24506913],
       [391.88925832],
       [272.06487738],
       [348.11431931],
       [364.68838969],
       [389.0840507 ],
       [265.71568514],
       [264.66512773],
       [275.73684024],
       [376.95853701],
       [263.50819991],
       [251.14274675],
       [222.32958378],
       [353.26994876],
       [373.50445914],
       [217.61199833],
       [230.56283889],
       [314.90907521],
       [296.27129188],
       [300.53315017],
       [375.57367059],
       [ 50.28504677]]))"
3.5,9,8.2,468.62123121138603,"(array([[8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2]]), array([[468.62123121],
       [637.5834441 ],
       [616.04144028],
       [639.71726851],
       [608.69386682],
       [596.0887856 ],
       [644.22944908],
       [600.75162644],
       [623.51033487],
       [590.28826303],
       [592.67157537],
       [593.32165274],
       [632.27280695],
       [610.36024015],
       [627.63771408],
       [611.40599198],
       [610.32409711],
       [583.69632213],
       [630.88041221],
       [643.7270406 ],
       [588.9084705 ],
       [610.46281216],
       [634.41851062],
       [604.03476278],
       [643.18803633],
       [573.78291367],
       [629.94227282],
       [627.80561136],
       [640.06295337],
       [604.09156446],
       [625.54327335],
       [636.75120356],
       [ 87.10596245],
       [558.96207132],
       [614.76392112],
       [621.60349062],
       [625.86380634],
       [601.12635822],
       [493.33538392],
       [594.00171513],
       [598.58536567],
       [599.47417995],
       [604.5051115 ],
       [590.55078481],
       [587.13236523],
       [569.09367517],
       [615.8723767 ],
       [555.82349614],
       [605.58852418],
       [609.20195175],
       [110.49682792],
       [627.18747005],
       [581.28180622],
       [632.68282656],
       [627.48971143],
       [603.71728214],
       [615.42155438],
       [622.39593673],
       [549.56566935],
       [626.47889706],
       [613.65562627],
       [627.8815617 ],
       [573.81773371],
       [529.25279885],
       [605.59446429],
       [ 56.82089193],
       [ 98.34660736]]))"
3.75,3,9.2,30.626764637118622,"(array([[ 9.2],
       [ 9.4],
       [10.4],
       [ 8.8],
       [ 9.4],
       [ 9.4],
       [ 0.8],
       [11. ],
       [12.6],
       [10.4],
       [10.2],
       [11.2],
       [ 8.8],
       [ 9.4],
       [ 8.8],
       [12.8],
       [10.4],
       [ 9.4],
       [10.2],
       [ 8.8],
       [ 8.8],
       [ 9.4],
       [11. ],
       [10.4],
       [ 8.8],
       [ 9.6],
       [10.4],
       [ 8.8],
       [ 8.8],
       [11. ],
       [12.4],
       [12.8],
       [ 8.8],
       [ 8.6],
       [ 9.6],
       [10.2],
       [ 8.8],
       [ 9.4],
       [ 8.6],
       [ 8.6],
       [ 9.4],
       [11. ],
       [ 9.4],
       [10.4],
       [11. ],
       [ 8.8],
       [ 9.4],
       [10.2],
       [ 9.4],
       [10.2],
       [ 8.6],
       [ 8.8],
       [ 8.8],
       [ 8.8],
       [ 9.4],
       [ 8.8],
       [ 0.6],
       [ 8.8],
       [12.6],
       [ 0.6],
       [ 8.8],
       [10.4],
       [ 9.6],
       [13.2],
       [13.2],
       [ 9.6],
       [ 8.4]]), array([[ 30.62676464],
       [441.11814958],
       [289.45783293],
       [228.99538395],
       [359.5045648 ],
       [ 10.87670113],
       [359.19757538],
       [223.24669573],
       [160.43251192],
       [226.28586411],
       [336.54433823],
       [235.590442  ],
       [359.21719624],
       [230.89854345],
       [198.43376494],
       [159.17958015],
       [351.75330875],
       [ 38.03095305],
       [212.69443159],
       [482.41136139],
       [353.42508077],
       [383.80100705],
       [182.19162341],
       [236.71495212],
       [128.65787975],
       [158.21729647],
       [240.52395484],
       [288.49037203],
       [180.26199171],
       [136.40018328],
       [162.75559341],
       [239.13069739],
       [ 83.40546999],
       [339.27822034],
       [316.60825141],
       [315.66455975],
       [318.97064925],
       [399.43136638],
       [ 24.0517462 ],
       [399.25613331],
       [308.24684122],
       [175.7475881 ],
       [305.02049979],
       [233.490788  ],
       [234.4165782 ],
       [293.37211003],
       [333.16291665],
       [306.55777827],
       [200.29863663],
       [350.01417753],
       [376.11727282],
       [397.96791901],
       [301.00926934],
       [495.39601067],
       [466.94220743],
       [149.31757847],
       [380.26219722],
       [255.62498504],
       [161.37335406],
       [425.55928449],
       [317.20522746],
       [145.96520351],
       [142.49280258],
       [142.23512449],
       [166.0040255 ],
       [ 10.79554922],
       [411.60837837]]))"
3.75,6,8.0,197.77264611169997,"(array([[8. ],
       [8. ],
       [8. ],
       [8. ],
       [0.6],
       [8.2],
       [0.6],
       [8.6],
       [8. ],
       [8.6],
       [8. ],
       [0.6],
       [9. ],
       [8.6],
       [0.6],
       [8.6],
       [8. ],
       [8.6],
       [9. ],
       [9. ],
       [9. ],
       [0.6],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8.8],
       [8. ],
       [8. ],
       [8. ],
       [8.8],
       [8.8],
       [8.2],
       [8.8],
       [8.2],
       [8. ],
       [8. ],
       [8.8],
       [8. ],
       [8. ],
       [8.8],
       [8.2],
       [8.2],
       [8. ],
       [8.8],
       [8. ],
       [8.8],
       [8.8],
       [8.2],
       [9. ],
       [8.8],
       [8.8],
       [8.8],
       [8.8],
       [8.8],
       [8. ],
       [8. ],
       [8. ],
       [8. ],
       [8.8],
       [8. ],
       [8. ],
       [8.2],
       [8.2],
       [8.2],
       [8. ],
       [8.2]]), array([[197.77264611],
       [287.06214012],
       [268.31589005],
       [246.63394711],
       [618.45972038],
       [ 83.40165402],
       [447.0446445 ],
       [322.24222242],
       [257.83302143],
       [308.61161648],
       [247.82264854],
       [448.10745476],
       [304.14139692],
       [255.72480421],
       [571.12673556],
       [272.21029695],
       [320.99906761],
       [168.37695163],
       [271.11108141],
       [229.28555048],
       [336.88708221],
       [771.39236779],
       [276.23938413],
       [293.08563657],
       [272.8616487 ],
       [240.58066956],
       [274.75942597],
       [246.58948417],
       [279.84169862],
       [247.38192593],
       [275.67875645],
       [280.82793151],
       [292.9082359 ],
       [363.38968028],
       [353.44237011],
       [256.96002725],
       [279.09573648],
       [336.2804608 ],
       [340.60076329],
       [ 43.73075869],
       [346.78710813],
       [311.98596527],
       [335.50549077],
       [299.5836373 ],
       [275.38223046],
       [235.36866415],
       [346.98523221],
       [271.51641373],
       [343.50048595],
       [283.14404651],
       [393.70866714],
       [293.85497351],
       [313.2651342 ],
       [340.43282143],
       [368.21074628],
       [275.0300091 ],
       [240.17272286],
       [291.16687129],
       [203.60410113],
       [299.27842443],
       [256.13748843],
       [274.23488809],
       [236.94044531],
       [303.15182395],
       [294.66268247],
       [416.76245541],
       [262.947063  ]]))"
3.75,9,8.2,411.9480156205278,"(array([[8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [0.6],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2],
       [8.2]]), array([[411.94801562],
       [528.28709631],
       [517.3859083 ],
       [541.73633946],
       [547.16998878],
       [195.83453427],
       [504.64221984],
       [538.23664452],
       [557.95383916],
       [528.45691853],
       [588.45370603],
       [529.66712599],
       [532.09395945],
       [547.01369548],
       [489.87573323],
       [537.7660423 ],
       [497.41096845],
       [392.14938776],
       [523.5326053 ],
       [541.70749694],
       [541.29389014],
       [548.25843799],
       [558.29612852],
       [512.0208637 ],
       [563.59595419],
       [482.52388732],
       [412.14641996],
       [518.05723783],
       [539.9625324 ],
       [532.8991257 ],
       [539.43255224],
       [560.59682567],
       [580.1101608 ],
       [477.99487771],
       [494.63520361],
       [523.20449746],
       [558.13711461],
       [501.83289926],
       [ 23.34924329],
       [513.12816207],
       [478.46221359],
       [500.18119495],
       [468.53284505],
       [502.53341061],
       [415.14293651],
       [508.8744688 ],
       [538.00491141],
       [526.72233627],
       [487.95407551],
       [513.03020944],
       [264.70371045],
       [541.07682361],
       [512.88088236],
       [525.66688718],
       [519.00242349],
       [467.81283897],
       [436.88458117],
       [539.75815724],
       [467.72674749],
       [514.32248662],
       [542.76652331],
       [542.58080321],
       [505.58175563],
       [501.87176036],
       [516.92294937],
       [298.60655359],
       [513.80766229]]))"
4.0,3,8.6,39.286960639067445,"(array([[ 8.6],
       [ 9.6],
       [10.2],
       [ 8.8],
       [ 9.6],
       [ 8.4],
       [ 8.8],
       [ 9.6],
       [12.8],
       [ 9.6],
       [10.2],
       [12.2],
       [ 8.8],
       [ 9.6],
       [10.2],
       [ 9.6],
       [10.2],
       [ 8.4],
       [10.2],
       [ 8.8],
       [10.2],
       [ 9.6],
       [12.8],
       [10.4],
       [12.8],
       [ 9.6],
       [10.2],
       [ 8.8],
       [10.2],
       [ 9.6],
       [12.8],
       [12.8],
       [ 9.6],
       [ 8.8],
       [ 9.6],
       [10.2],
       [ 8.8],
       [ 9.6],
       [ 8.6],
       [ 0.6],
       [ 9.6],
       [ 9.6],
       [ 9.6],
       [10.4],
       [ 9.6],
       [ 8.8],
       [ 9.6],
       [10.2],
       [ 9.6],
       [10.2],
       [ 8.6],
       [ 8.8],
       [ 8.8],
       [ 8.8],
       [ 9.6],
       [15.8],
       [10.2],
       [15.8],
       [12.8],
       [10.4],
       [ 8.8],
       [10.2],
       [ 9.6],
       [ 9.6],
       [12.8],
       [ 8.2],
       [ 8.4]]), array([[ 39.28696064],
       [451.63728281],
       [318.12961848],
       [154.47003756],
       [428.04673364],
       [528.50075658],
       [342.48224199],
       [296.67062135],
       [179.26880768],
       [198.77288049],
       [347.74320248],
       [197.87571455],
       [223.76385919],
       [279.81610872],
       [330.43688508],
       [163.35247181],
       [327.17542136],
       [401.53442758],
       [272.47108856],
       [384.57540198],
       [288.6286842 ],
       [473.0256332 ],
       [121.17535677],
       [206.49912986],
       [164.12972503],
       [247.85581564],
       [377.99121442],
       [200.24307583],
       [245.00622972],
       [150.87343569],
       [184.22878504],
       [228.31944948],
       [ 69.82969818],
       [330.33831689],
       [427.02172179],
       [378.87391569],
       [225.73335752],
       [439.18042206],
       [ 34.86256593],
       [511.02794127],
       [329.70190491],
       [148.39360371],
       [256.7461945 ],
       [273.56892787],
       [182.25413965],
       [399.00426568],
       [353.02892515],
       [246.982026  ],
       [259.01044255],
       [349.35763531],
       [378.9928699 ],
       [282.89077236],
       [498.94004142],
       [412.81400079],
       [523.5182313 ],
       [146.15898912],
       [281.46046004],
       [151.02933567],
       [195.1998942 ],
       [224.68692221],
       [303.49533072],
       [211.02197786],
       [179.65091058],
       [184.29649394],
       [260.91907281],
       [457.45621101],
       [540.4489808 ]]))"
4.0,6,7.8,241.15053768983472,"(array([[7.8],
       [7.8],
       [7.8],
       [8. ],
       [8.4],
       [8.4],
       [8.4],
       [8.4],
       [7.8],
       [8.4],
       [7.8],
       [8.4],
       [8.4],
       [8.4],
       [8.4],
       [7.8],
       [7.8],
       [8.4],
       [8.4],
       [0.8],
       [0.6],
       [8.4],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [8.4],
       [8. ],
       [8. ],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [8.6],
       [7.8],
       [8. ],
       [8.2],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [8.4],
       [8.6],
       [8. ],
       [7.8],
       [7.8],
       [8.4],
       [7.8],
       [8.4],
       [0.6],
       [8.6],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [7.8],
       [1. ]]), array([[241.15053769],
       [293.14080446],
       [272.4117769 ],
       [295.52818943],
       [280.84276466],
       [449.75638966],
       [358.0658164 ],
       [334.24312853],
       [316.16415944],
       [251.28911013],
       [251.21108133],
       [241.31233482],
       [272.89192035],
       [325.72894809],
       [299.18226327],
       [296.67898965],
       [263.86463166],
       [448.42625127],
       [284.97562949],
       [493.32159156],
       [314.2729328 ],
       [320.6327457 ],
       [325.68354043],
       [274.69364004],
       [307.82324414],
       [267.98853697],
       [248.28080893],
       [273.12399002],
       [282.41640951],
       [302.61466485],
       [316.52474768],
       [330.37648004],
       [326.87402471],
       [352.20716593],
       [316.42801547],
       [267.00182144],
       [319.89629418],
       [294.29498991],
       [321.8634175 ],
       [347.46124799],
       [282.65287224],
       [315.14775644],
       [281.0707306 ],
       [257.31327409],
       [245.44105341],
       [271.39757434],
       [283.3655793 ],
       [240.51461207],
       [316.67736135],
       [279.18787237],
       [346.63476   ],
       [303.07495927],
       [312.93469569],
       [366.71682233],
       [305.23801839],
       [327.98595136],
       [282.22247663],
       [338.07381834],
       [248.4341399 ],
       [246.94162557],
       [271.03208236],
       [284.66298631],
       [297.43704387],
       [269.50612764],
       [319.08660079],
       [321.7400905 ],
       [360.70996425]]))"
